Date,DMA,Display_Impressions,Display_Clicks,Display_Spend,Gyms_Per_Sq_Mile,Weather_Condition,Gym_Memberships_Sold,Revenue,spend_up
2022-10-14,"Chicago, IL",50349,416,480.65,3.26,Sunny,43,2811.13,control
2022-10-15,"Chicago, IL",58363,329,647.83,3.26,Sunny,46,3053.98,control
2022-10-16,"Chicago, IL",53731,793,1189.97,3.26,Sunny,56,3684.73,control
2022-10-17,"Chicago, IL",46837,361,455.68,3.26,Rainy,54,3522.18,control
2022-10-18,"Chicago, IL",56994,709,1265.13,3.26,Snowy,43,2855.58,control
2022-10-19,"Chicago, IL",53538,705,1262.06,3.26,Sunny,42,2741.46,control
2022-10-20,"Chicago, IL",41257,433,812.67,3.26,Sunny,42,2750.49,control
2022-10-21,"Chicago, IL",47637,547,934.05,3.26,Cloudy,44,2915.03,control
2022-10-22,"Chicago, IL",45121,394,548.69,3.26,Sunny,48,3141.28,control
2022-10-23,"Chicago, IL",52524,296,410.86,3.26,Sunny,56,3701.37,control
2022-10-24,"Chicago, IL",52055,671,1322.7,3.26,Sunny,52,3422.98,control
2022-10-25,"Chicago, IL",50180,514,768.29,3.26,Rainy,44,2866.63,control
2022-10-26,"Chicago, IL",50086,428,430.64,3.26,Cloudy,44,2884.51,control
2022-10-27,"Chicago, IL",50426,593,1069.09,3.26,Rainy,40,2654.82,control
2022-10-28,"Chicago, IL",49189,301,550.25,3.26,Sunny,45,2931.51,control
2022-10-29,"Chicago, IL",38614,247,377.96,3.26,Sunny,49,3194.77,control
2022-10-30,"Chicago, IL",47733,330,435.21,3.26,Cloudy,58,3815.19,control
2022-10-31,"Chicago, IL",56554,376,507.47,3.26,Cloudy,54,3571.65,control
2022-11-01,"Chicago, IL",58058,499,991.78,3.26,Sunny,44,2924.41,control
2022-11-02,"Chicago, IL",47529,640,821.66,3.26,Cloudy,44,2872.29,control
2022-11-03,"Chicago, IL",44859,467,847.51,3.26,Cloudy,39,2547.07,control
2022-11-04,"Chicago, IL",43594,288,425.02,3.26,Cloudy,44,2913.2,control
2022-11-05,"Chicago, IL",54195,707,1355.33,3.26,Sunny,49,3228.64,control
2022-11-06,"Chicago, IL",41200,249,446.26,3.26,Rainy,55,3628.9,control
2022-11-07,"Chicago, IL",51077,363,375.79,3.26,Sunny,57,3751.62,control
2022-11-08,"Chicago, IL",57066,730,1255.06,3.26,Rainy,47,3060.88,control
2022-11-09,"Chicago, IL",39495,546,927.35,3.26,Sunny,45,2951.68,control
2022-11-10,"Chicago, IL",40174,515,945.39,3.26,Cloudy,42,2756.28,control
2022-11-11,"Chicago, IL",50692,566,738.09,3.26,Cloudy,43,2798.59,control
2022-11-12,"Chicago, IL",51737,347,380.87,3.26,Sunny,49,3203.59,control
2022-11-13,"Chicago, IL",51386,762,860.0,3.26,Sunny,57,3748.78,control
2022-11-14,"Chicago, IL",48070,394,502.11,3.26,Rainy,54,3529.53,control
2022-11-15,"Chicago, IL",55007,784,847.89,3.26,Sunny,45,2987.21,control
2022-11-16,"Chicago, IL",53619,627,690.41,3.26,Sunny,42,2760.21,control
2022-11-17,"Chicago, IL",43830,508,512.29,3.26,Cloudy,41,2720.16,control
2022-11-18,"Chicago, IL",48161,398,603.59,3.26,Rainy,42,2769.76,control
2022-11-19,"Chicago, IL",52011,764,1227.91,3.26,Rainy,47,3116.85,control
2022-11-20,"Chicago, IL",50343,352,463.89,3.26,Sunny,54,3574.41,control
2022-11-21,"Chicago, IL",49644,484,966.02,3.26,Rainy,57,3730.5,control
2022-11-22,"Chicago, IL",44383,316,532.76,3.26,Snowy,44,2887.8,control
2022-11-23,"Chicago, IL",51370,672,733.15,3.26,Rainy,42,2768.16,control
2022-11-24,"Chicago, IL",42546,310,617.67,3.26,Sunny,41,2712.57,control
2022-11-25,"Chicago, IL",48567,595,900.23,3.26,Cloudy,44,2899.39,control
2022-11-26,"Chicago, IL",54123,503,998.82,3.26,Sunny,46,3003.0,control
2022-11-27,"Chicago, IL",49474,325,432.82,3.26,Sunny,57,3724.11,control
2022-11-28,"Chicago, IL",53531,405,429.68,3.26,Rainy,57,3719.39,control
2022-11-29,"Chicago, IL",55954,739,769.71,3.26,Sunny,46,3012.9,control
2022-11-30,"Chicago, IL",50122,367,490.62,3.26,Sunny,44,2860.75,control
2022-12-01,"Chicago, IL",63766,837,1557.23,3.26,Sunny,42,2757.55,control
2022-12-02,"Chicago, IL",46050,492,693.55,3.26,Sunny,42,2743.66,control
2022-12-03,"Chicago, IL",53443,713,1270.79,3.26,Sunny,47,3089.68,control
2022-12-04,"Chicago, IL",49816,289,523.63,3.26,Snowy,55,3616.44,control
2022-12-05,"Chicago, IL",47325,282,363.92,3.26,Sunny,57,3754.29,control
2022-12-06,"Chicago, IL",42959,472,501.46,3.26,Sunny,47,3111.75,control
2022-12-07,"Chicago, IL",56877,562,1060.74,3.26,Sunny,42,2769.2,control
2022-12-08,"Chicago, IL",50819,519,850.05,3.26,Cloudy,42,2769.0,control
2022-12-09,"Chicago, IL",51986,396,729.0,3.26,Sunny,41,2714.69,control
2022-12-10,"Chicago, IL",46911,361,701.89,3.26,Rainy,48,3148.56,control
2022-12-11,"Chicago, IL",46145,547,1059.45,3.26,Snowy,57,3768.77,control
2022-12-12,"Chicago, IL",49301,254,366.06,3.26,Cloudy,54,3513.67,control
2022-12-13,"Chicago, IL",41776,520,589.88,3.26,Sunny,44,2885.86,control
2022-12-14,"Chicago, IL",44776,345,354.35,3.26,Sunny,44,2891.13,control
2022-12-15,"Chicago, IL",56670,698,1358.86,3.26,Sunny,40,2647.73,control
2022-12-16,"Chicago, IL",54971,327,467.66,3.26,Sunny,45,2946.09,control
2022-12-17,"Chicago, IL",50289,344,515.3,3.26,Cloudy,49,3189.32,control
2022-12-18,"Chicago, IL",53342,333,510.53,3.26,Sunny,58,3776.59,control
2022-12-19,"Chicago, IL",44247,388,745.92,3.26,Cloudy,54,3513.23,control
2022-12-20,"Chicago, IL",48895,369,434.01,3.26,Sunny,46,3006.02,control
2022-12-21,"Chicago, IL",46163,689,1345.6,3.26,Sunny,42,2775.98,control
2022-12-22,"Chicago, IL",56289,751,823.64,3.26,Cloudy,39,2562.55,control
2022-12-23,"Chicago, IL",47517,647,983.48,3.26,Rainy,41,2725.6,control
2022-12-24,"Chicago, IL",47817,474,622.01,3.26,Sunny,49,3212.6,control
2022-12-25,"Chicago, IL",50067,672,699.54,3.26,Cloudy,59,3871.51,control
2022-12-26,"Chicago, IL",54553,484,781.63,3.26,Cloudy,53,3496.03,control
2022-12-27,"Chicago, IL",49681,558,674.57,3.26,Cloudy,46,3032.96,control
2022-12-28,"Chicago, IL",43140,386,409.62,3.26,Snowy,41,2719.86,control
2022-12-29,"Chicago, IL",54037,439,768.68,3.26,Cloudy,39,2589.03,control
2022-12-30,"Chicago, IL",46273,441,490.04,3.26,Sunny,41,2710.96,control
2022-12-31,"Chicago, IL",44896,591,954.4,3.26,Snowy,48,3120.63,control
2023-01-01,"Chicago, IL",59171,435,684.14,3.26,Rainy,88,5731.82,control
2023-01-02,"Chicago, IL",54441,752,766.08,3.26,Cloudy,86,5607.29,control
2023-01-03,"Chicago, IL",46853,416,510.68,3.26,Rainy,68,4442.03,control
2023-01-04,"Chicago, IL",45684,387,528.41,3.26,Sunny,62,4080.43,control
2023-01-05,"Chicago, IL",48399,482,905.22,3.26,Sunny,59,3875.86,control
2023-01-06,"Chicago, IL",53045,393,705.91,3.26,Sunny,67,4355.1,control
2023-01-07,"Chicago, IL",64234,583,1031.96,3.26,Cloudy,74,4810.91,control
2023-01-08,"Chicago, IL",39117,239,415.57,3.26,Sunny,82,5392.54,control
2023-01-09,"Chicago, IL",51195,627,908.91,3.26,Sunny,86,5597.84,control
2023-01-10,"Chicago, IL",55591,759,1074.26,3.26,Cloudy,70,4612.4,control
2023-01-11,"Chicago, IL",60430,487,778.16,3.26,Sunny,64,4187.68,control
2023-01-12,"Chicago, IL",54176,537,544.9,3.26,Rainy,58,3821.43,control
2023-01-13,"Chicago, IL",49457,326,581.33,3.26,Sunny,62,4069.52,control
2023-01-14,"Chicago, IL",53544,431,554.33,3.26,Cloudy,74,4873.82,control
2023-01-15,"Chicago, IL",44559,396,750.16,3.26,Cloudy,84,5496.96,control
2023-01-16,"Chicago, IL",51037,480,947.34,3.26,Cloudy,84,5486.53,control
2023-01-17,"Chicago, IL",37134,452,563.28,3.26,Cloudy,69,4524.21,control
2023-01-18,"Chicago, IL",51539,524,1003.31,3.26,Sunny,62,4058.96,control
2023-01-19,"Chicago, IL",53642,710,938.88,3.26,Sunny,59,3867.49,control
2023-01-20,"Chicago, IL",43313,278,471.72,3.26,Sunny,64,4160.52,control
2023-01-21,"Chicago, IL",57443,744,1462.8,3.26,Cloudy,75,4878.84,control
2023-01-22,"Chicago, IL",42385,620,644.94,3.26,Cloudy,83,5408.16,control
2023-01-23,"Chicago, IL",44889,585,740.34,3.26,Snowy,79,5180.6,control
2023-01-24,"Chicago, IL",43694,412,634.18,3.26,Cloudy,66,4315.36,control
2023-01-25,"Chicago, IL",56133,627,973.68,3.26,Rainy,62,4094.31,control
2023-01-26,"Chicago, IL",55281,297,482.42,3.26,Snowy,59,3876.48,control
2023-01-27,"Chicago, IL",44947,321,623.68,3.26,Rainy,67,4394.01,control
2023-01-28,"Chicago, IL",48110,525,647.92,3.26,Cloudy,71,4665.95,control
2023-01-29,"Chicago, IL",46886,250,374.25,3.26,Sunny,83,5400.96,control
2023-01-30,"Chicago, IL",48712,316,566.12,3.26,Sunny,80,5202.42,control
2023-01-31,"Chicago, IL",46250,417,507.12,3.26,Rainy,70,4587.98,control
2023-02-01,"Chicago, IL",52965,555,706.5,3.26,Cloudy,52,3422.38,control
2023-02-02,"Chicago, IL",44338,300,425.97,3.26,Snowy,49,3245.81,control
2023-02-03,"Chicago, IL",44131,613,975.98,3.26,Cloudy,56,3667.0,control
2023-02-04,"Chicago, IL",52324,330,451.65,3.26,Sunny,59,3859.59,control
2023-02-05,"Chicago, IL",52321,483,656.55,3.26,Snowy,70,4557.29,control
2023-02-06,"Chicago, IL",43234,610,1171.49,3.26,Snowy,66,4326.65,control
2023-02-07,"Chicago, IL",54720,804,946.16,3.26,Sunny,59,3883.63,control
2023-02-08,"Chicago, IL",44800,376,734.65,3.26,Cloudy,53,3496.33,control
2023-02-09,"Chicago, IL",58558,725,1400.02,3.26,Sunny,51,3361.13,control
2023-02-10,"Chicago, IL",50672,710,1192.01,3.26,Rainy,53,3458.18,control
2023-02-11,"Chicago, IL",45189,532,999.14,3.26,Cloudy,61,4018.76,control
2023-02-12,"Chicago, IL",46889,628,1034.55,3.26,Sunny,73,4749.47,control
2023-02-13,"Chicago, IL",49029,335,667.2,3.26,Cloudy,71,4673.3,control
2023-02-14,"Chicago, IL",60627,641,761.87,3.26,Cloudy,56,3658.01,control
2023-02-15,"Chicago, IL",54859,393,763.16,3.26,Rainy,53,3456.48,control
2023-02-16,"Chicago, IL",52519,687,936.33,3.26,Rainy,53,3474.79,control
2023-02-17,"Chicago, IL",49273,427,781.16,3.26,Rainy,56,3688.27,control
2023-02-18,"Chicago, IL",54426,320,513.03,3.26,Rainy,62,4056.77,control
2023-02-19,"Chicago, IL",47905,373,489.67,3.26,Sunny,73,4779.48,control
2023-02-20,"Chicago, IL",56809,699,932.69,3.26,Sunny,68,4463.62,control
2023-02-21,"Chicago, IL",49145,494,667.54,3.26,Rainy,54,3541.83,control
2023-02-22,"Chicago, IL",45207,497,831.45,3.26,Snowy,56,3651.01,control
2023-02-23,"Chicago, IL",46754,312,338.16,3.26,Rainy,53,3454.19,control
2023-02-24,"Chicago, IL",48203,461,831.89,3.26,Sunny,53,3464.9,control
2023-02-25,"Chicago, IL",57288,664,895.65,3.26,Sunny,62,4038.72,control
2023-02-26,"Chicago, IL",50968,651,661.21,3.26,Sunny,71,4650.89,control
2023-02-27,"Chicago, IL",54381,421,513.67,3.26,Rainy,66,4302.93,control
2023-02-28,"Chicago, IL",50216,506,921.62,3.26,Rainy,55,3583.8,control
2023-03-01,"Chicago, IL",53597,400,791.03,3.26,Snowy,48,3156.84,control
2023-03-02,"Chicago, IL",50055,718,1361.72,3.26,Sunny,42,2788.36,control
2023-03-03,"Chicago, IL",47590,246,251.02,3.26,Rainy,49,3203.35,control
2023-03-04,"Chicago, IL",51350,430,610.97,3.26,Snowy,54,3531.43,control
2023-03-05,"Chicago, IL",53050,730,778.02,3.26,Cloudy,62,4031.55,control
2023-03-06,"Chicago, IL",43833,354,354.27,3.26,Sunny,60,3954.99,control
2023-03-07,"Chicago, IL",41948,228,406.45,3.26,Sunny,48,3141.57,control
2023-03-08,"Chicago, IL",55126,680,871.41,3.26,Cloudy,49,3227.54,control
2023-03-09,"Chicago, IL",52955,591,1017.42,3.26,Snowy,45,2928.22,control
2023-03-10,"Chicago, IL",47524,379,465.58,3.26,Sunny,48,3138.9,control
2023-03-11,"Chicago, IL",52449,631,1197.71,3.26,Cloudy,52,3437.48,control
2023-03-12,"Chicago, IL",50580,477,720.83,3.26,Cloudy,63,4122.61,control
2023-03-13,"Chicago, IL",52711,419,796.12,3.26,Sunny,63,4132.82,control
2023-03-14,"Chicago, IL",59465,576,1026.37,3.26,Sunny,51,3337.08,control
2023-03-15,"Chicago, IL",51781,544,820.52,3.26,Cloudy,49,3215.74,control
2023-03-16,"Chicago, IL",53112,540,744.97,3.26,Snowy,46,3041.8,control
2023-03-17,"Chicago, IL",48294,619,954.06,3.26,Rainy,45,2976.14,control
2023-03-18,"Chicago, IL",50145,329,585.1,3.26,Sunny,51,3319.63,control
2023-03-19,"Chicago, IL",52172,335,377.93,3.26,Cloudy,60,3954.02,control
2023-03-20,"Chicago, IL",56907,617,1022.36,3.26,Cloudy,62,4062.74,control
2023-03-21,"Chicago, IL",48410,322,453.35,3.26,Rainy,49,3238.17,control
2023-03-22,"Chicago, IL",48065,267,403.24,3.26,Rainy,47,3080.36,control
2023-03-23,"Chicago, IL",47170,659,742.58,3.26,Snowy,46,3008.6,control
2023-03-24,"Chicago, IL",51581,670,832.53,3.26,Cloudy,45,2967.89,control
2023-03-25,"Chicago, IL",47695,682,1081.9,3.26,Sunny,51,3360.92,control
2023-03-26,"Chicago, IL",46667,356,389.24,3.26,Cloudy,62,4064.63,control
2023-03-27,"Chicago, IL",36990,291,503.81,3.26,Sunny,60,3924.06,control
2023-03-28,"Chicago, IL",43966,558,986.24,3.26,Rainy,50,3301.07,control
2023-03-29,"Chicago, IL",52666,724,1185.51,3.26,Rainy,49,3205.14,control
2023-03-30,"Chicago, IL",52485,723,875.81,3.26,Snowy,44,2903.39,control
2023-03-31,"Chicago, IL",50819,640,891.84,3.26,Snowy,49,3236.49,control
2023-04-01,"Chicago, IL",48974,499,551.72,3.26,Snowy,49,3244.25,control
2023-04-02,"Chicago, IL",49545,283,460.28,3.26,Sunny,60,3903.65,control
2023-04-03,"Chicago, IL",51009,681,702.41,3.26,Sunny,55,3582.18,control
2023-04-04,"Chicago, IL",49866,289,573.21,3.26,Rainy,46,3044.9,control
2023-04-05,"Chicago, IL",55503,380,751.05,3.26,Sunny,44,2921.89,control
2023-04-06,"Chicago, IL",47999,414,783.68,3.26,Cloudy,42,2772.07,control
2023-04-07,"Chicago, IL",42921,598,698.53,3.26,Sunny,44,2884.92,control
2023-04-08,"Chicago, IL",52253,783,1352.41,3.26,Sunny,47,3113.75,control
2023-04-09,"Chicago, IL",46156,685,1271.05,3.26,Sunny,60,3907.77,control
2023-04-10,"Chicago, IL",42508,320,340.58,3.26,Cloudy,54,3543.16,control
2023-04-11,"Chicago, IL",39722,285,479.57,3.26,Rainy,43,2831.54,control
2023-04-12,"Chicago, IL",44340,480,908.05,3.26,Rainy,44,2888.33,control
2023-04-13,"Chicago, IL",52066,526,1001.85,3.26,Rainy,41,2692.28,control
2023-04-14,"Chicago, IL",56649,303,522.57,3.26,Rainy,45,2942.34,control
2023-04-15,"Chicago, IL",50608,393,426.18,3.26,Cloudy,46,3048.43,control
2023-04-16,"Chicago, IL",51453,441,618.23,3.26,Snowy,60,3921.68,control
2023-04-17,"Chicago, IL",53549,784,1518.13,3.26,Sunny,55,3628.92,control
2023-04-18,"Chicago, IL",45201,593,943.2,3.26,Sunny,45,2976.44,control
2023-04-19,"Chicago, IL",52300,489,533.28,3.26,Cloudy,43,2854.77,control
2023-04-20,"Chicago, IL",38863,474,710.54,3.26,Sunny,39,2550.78,control
2023-04-21,"Chicago, IL",55174,823,1500.91,3.26,Sunny,45,2956.58,control
2023-04-22,"Chicago, IL",50799,266,425.61,3.26,Sunny,50,3276.55,control
2023-04-23,"Chicago, IL",45445,320,482.93,3.26,Rainy,54,3573.12,control
2023-04-24,"Chicago, IL",41667,341,599.9,3.26,Sunny,55,3614.08,control
2023-04-25,"Chicago, IL",53131,673,960.93,3.26,Sunny,46,3031.84,control
2023-04-26,"Chicago, IL",47226,242,319.73,3.26,Rainy,41,2702.04,control
2023-04-27,"Chicago, IL",45904,673,777.44,3.26,Rainy,41,2709.49,control
2023-04-28,"Chicago, IL",61443,541,1040.74,3.26,Sunny,42,2749.54,control
2023-04-29,"Chicago, IL",55594,542,970.79,3.26,Cloudy,47,3090.96,control
2023-04-30,"Chicago, IL",53508,795,1169.21,3.26,Cloudy,60,3909.38,control
2023-05-01,"Chicago, IL",57420,632,1202.87,3.26,Cloudy,57,3736.57,control
2023-05-02,"Chicago, IL",52077,388,626.62,3.26,Cloudy,43,2837.95,control
2023-05-03,"Chicago, IL",48423,538,728.31,3.26,Sunny,44,2873.58,control
2023-05-04,"Chicago, IL",56743,532,992.64,3.26,Cloudy,40,2629.6,control
2023-05-05,"Chicago, IL",55961,514,530.14,3.26,Sunny,43,2833.2,control
2023-05-06,"Chicago, IL",48609,318,417.65,3.26,Rainy,47,3116.34,control
2023-05-07,"Chicago, IL",53268,310,392.65,3.26,Snowy,59,3843.47,control
2023-05-08,"Chicago, IL",51137,385,634.15,3.26,Sunny,54,3547.34,control
2023-05-09,"Chicago, IL",41375,350,355.56,3.26,Snowy,46,3038.61,control
2023-05-10,"Chicago, IL",52139,269,274.81,3.26,Cloudy,44,2864.58,control
2023-05-11,"Chicago, IL",51795,297,514.4,3.26,Snowy,39,2554.69,control
2023-05-12,"Chicago, IL",50690,612,758.13,3.26,Sunny,42,2789.02,control
2023-05-13,"Chicago, IL",50052,372,636.82,3.26,Cloudy,48,3137.27,control
2023-05-14,"Chicago, IL",53392,304,561.06,3.26,Snowy,60,3919.16,control
2023-05-15,"Chicago, IL",55863,783,1394.54,3.26,Sunny,53,3483.31,control
2023-05-16,"Chicago, IL",57275,559,772.39,3.26,Sunny,46,2995.94,control
2023-05-17,"Chicago, IL",48858,633,957.44,3.26,Sunny,41,2719.88,control
2023-05-18,"Chicago, IL",56512,469,900.57,3.26,Sunny,41,2681.61,control
2023-05-19,"Chicago, IL",55590,630,970.06,3.26,Snowy,43,2816.56,control
2023-05-20,"Chicago, IL",46578,529,1019.55,3.26,Sunny,49,3243.84,control
2023-05-21,"Chicago, IL",53128,683,1164.4,3.26,Cloudy,55,3595.85,control
2023-05-22,"Chicago, IL",51949,551,939.68,3.26,Snowy,56,3653.59,control
2023-05-23,"Chicago, IL",54244,670,692.8,3.26,Sunny,47,3058.31,control
2023-05-24,"Chicago, IL",52425,409,436.19,3.26,Cloudy,41,2678.43,control
2023-05-25,"Chicago, IL",52453,680,1185.32,3.26,Cloudy,39,2563.71,control
2023-05-26,"Chicago, IL",49675,613,1032.46,3.26,Cloudy,44,2878.19,control
2023-05-27,"Chicago, IL",43869,426,722.35,3.26,Rainy,50,3268.88,control
2023-05-28,"Chicago, IL",51439,606,678.46,3.26,Cloudy,55,3575.08,control
2023-05-29,"Chicago, IL",46501,555,993.81,3.26,Rainy,55,3621.51,control
2023-05-30,"Chicago, IL",45065,672,958.94,3.26,Rainy,44,2888.7,control
2023-05-31,"Chicago, IL",47704,459,801.49,3.26,Cloudy,43,2812.04,control
2023-06-01,"Chicago, IL",50059,587,1091.26,3.26,Sunny,42,2788.71,control
2023-06-02,"Chicago, IL",55034,395,539.98,3.26,Snowy,43,2854.92,control
2023-06-03,"Chicago, IL",45838,564,694.8,3.26,Sunny,49,3234.21,control
2023-06-04,"Chicago, IL",41868,541,826.94,3.26,Cloudy,59,3882.79,control
2023-06-05,"Chicago, IL",55185,514,697.67,3.26,Cloudy,57,3723.16,control
2023-06-06,"Chicago, IL",43762,300,334.25,3.26,Sunny,46,2991.16,control
2023-06-07,"Chicago, IL",49072,732,847.14,3.26,Sunny,41,2724.65,control
2023-06-08,"Chicago, IL",50696,614,1183.97,3.26,Cloudy,40,2627.13,control
2023-06-09,"Chicago, IL",50202,448,633.72,3.26,Rainy,41,2684.02,control
2023-06-10,"Chicago, IL",46806,252,378.76,3.26,Cloudy,47,3069.66,control
2023-06-11,"Chicago, IL",39347,332,602.76,3.26,Cloudy,56,3690.49,control
2023-06-12,"Chicago, IL",53888,490,886.57,3.26,Sunny,57,3746.2,control
2023-06-13,"Chicago, IL",43565,357,591.66,3.26,Rainy,45,2946.17,control
2023-06-14,"Chicago, IL",49695,587,1093.54,3.26,Cloudy,44,2916.15,control
2023-06-15,"Chicago, IL",36201,372,701.8,3.26,Snowy,42,2739.06,control
2023-06-16,"Chicago, IL",53273,462,716.31,3.26,Sunny,44,2915.11,control
2023-06-17,"Chicago, IL",46579,325,344.72,3.26,Rainy,45,2988.43,control
2023-06-18,"Chicago, IL",48400,500,943.25,3.26,Rainy,54,3570.23,control
2023-06-19,"Chicago, IL",50236,652,1093.48,3.26,Cloudy,56,3703.2,control
2023-06-20,"Chicago, IL",57033,286,422.58,3.26,Rainy,47,3099.81,control
2023-06-21,"Chicago, IL",47716,707,795.69,3.26,Cloudy,41,2703.97,control
2023-06-22,"Chicago, IL",50108,422,554.13,3.26,Cloudy,39,2566.52,control
2023-06-23,"Chicago, IL",53697,516,990.89,3.26,Cloudy,45,2934.13,control
2023-06-24,"Chicago, IL",54535,382,685.61,3.26,Sunny,47,3075.01,control
2023-06-25,"Chicago, IL",52333,630,1075.46,3.26,Cloudy,58,3784.59,control
2023-06-26,"Chicago, IL",47350,636,730.29,3.26,Snowy,56,3650.87,control
2023-06-27,"Chicago, IL",45937,634,747.78,3.26,Cloudy,47,3067.53,control
2023-06-28,"Chicago, IL",55715,683,775.89,3.26,Sunny,43,2807.01,control
2023-06-29,"Chicago, IL",54410,486,787.75,3.26,Sunny,40,2639.32,control
2023-06-30,"Chicago, IL",42096,512,798.58,3.26,Sunny,43,2846.06,control
2023-07-01,"Chicago, IL",55940,655,1035.75,3.26,Cloudy,46,3050.02,control
2023-07-02,"Chicago, IL",47122,439,597.82,3.26,Rainy,60,3903.72,control
2023-07-03,"Chicago, IL",54920,610,1198.08,3.26,Sunny,56,3646.13,control
2023-07-04,"Chicago, IL",39175,417,715.57,3.26,Snowy,47,3075.64,control
2023-07-05,"Chicago, IL",50230,416,487.55,3.26,Rainy,42,2735.58,control
2023-07-06,"Chicago, IL",38032,455,897.91,3.26,Sunny,40,2634.99,control
2023-07-07,"Chicago, IL",53291,349,372.11,3.26,Sunny,41,2679.95,control
2023-07-08,"Chicago, IL",50090,511,646.59,3.26,Rainy,49,3234.97,control
2023-07-09,"Chicago, IL",43078,533,689.04,3.26,Cloudy,59,3877.46,control
2023-07-10,"Chicago, IL",49479,261,382.76,3.26,Cloudy,52,3435.88,control
2023-07-11,"Chicago, IL",55135,365,557.42,3.26,Sunny,44,2863.55,control
2023-07-12,"Chicago, IL",51488,313,600.44,3.26,Cloudy,41,2685.33,control
2023-07-13,"Chicago, IL",53530,341,536.7,3.26,Cloudy,39,2571.86,control
2023-07-14,"Chicago, IL",49474,321,391.71,3.26,Rainy,41,2727.36,control
2023-07-15,"Chicago, IL",60368,466,759.73,3.26,Cloudy,46,3003.95,control
2023-07-16,"Chicago, IL",54167,363,464.73,3.26,Rainy,56,3659.13,control
2023-07-17,"Chicago, IL",56641,351,570.25,3.26,Sunny,54,3523.89,control
2023-07-18,"Chicago, IL",61193,377,431.96,3.26,Sunny,43,2847.34,control
2023-07-19,"Chicago, IL",47880,468,688.06,3.26,Cloudy,43,2859.34,control
2023-07-20,"Chicago, IL",40565,394,447.72,3.26,Rainy,41,2684.82,control
2023-07-21,"Chicago, IL",43677,556,844.62,3.26,Cloudy,42,2764.95,control
2023-07-22,"Chicago, IL",57263,660,1146.87,3.26,Sunny,49,3246.48,control
2023-07-23,"Chicago, IL",55158,437,590.3,3.26,Sunny,57,3753.93,control
2023-07-24,"Chicago, IL",51247,721,981.19,3.26,Rainy,55,3610.32,control
2023-07-25,"Chicago, IL",51494,654,1055.74,3.26,Sunny,43,2851.38,control
2023-07-26,"Chicago, IL",55070,461,618.77,3.26,Sunny,42,2737.38,control
2023-07-27,"Chicago, IL",43167,537,570.85,3.26,Sunny,42,2753.79,control
2023-07-28,"Chicago, IL",46651,616,1021.63,3.26,Rainy,44,2884.06,control
2023-07-29,"Chicago, IL",39838,341,437.75,3.26,Rainy,46,2990.32,control
2023-07-30,"Chicago, IL",54300,285,524.94,3.26,Sunny,55,3609.16,control
2023-07-31,"Chicago, IL",55296,652,1070.38,3.26,Rainy,57,3710.21,control
2023-08-01,"Chicago, IL",43041,632,999.58,3.26,Rainy,45,2977.94,control
2023-08-02,"Chicago, IL",51312,326,400.35,3.26,Cloudy,41,2681.28,control
2023-08-03,"Chicago, IL",48265,565,826.29,3.26,Sunny,39,2595.64,control
2023-08-04,"Chicago, IL",49389,566,1062.79,3.26,Sunny,44,2886.67,control
2023-08-05,"Chicago, IL",51315,697,890.86,3.26,Cloudy,45,2986.25,control
2023-08-06,"Chicago, IL",47018,616,843.42,3.26,Sunny,57,3764.46,control
2023-08-07,"Chicago, IL",54174,660,1020.96,3.26,Rainy,55,3618.8,control
2023-08-08,"Chicago, IL",45221,594,1117.58,3.26,Rainy,43,2844.05,control
2023-08-09,"Chicago, IL",51935,289,467.84,3.26,Snowy,42,2783.36,control
2023-08-10,"Chicago, IL",39406,546,823.73,3.26,Cloudy,39,2580.46,control
2023-08-11,"Chicago, IL",48131,648,814.91,3.26,Sunny,44,2920.6,control
2023-08-12,"Chicago, IL",40257,541,757.29,3.26,Rainy,46,3036.63,control
2023-08-13,"Chicago, IL",52377,761,1345.43,3.26,Cloudy,58,3817.1,control
2023-08-14,"Chicago, IL",49597,463,553.01,3.26,Cloudy,55,3596.95,control
2023-08-15,"Chicago, IL",50728,684,1329.16,3.26,Rainy,43,2841.45,control
2023-08-16,"Chicago, IL",51783,542,723.23,3.26,Cloudy,44,2881.48,control
2023-08-17,"Chicago, IL",48917,420,839.57,3.26,Cloudy,42,2768.56,control
2023-08-18,"Chicago, IL",43305,276,511.57,3.26,Cloudy,42,2770.47,control
2023-08-19,"Chicago, IL",47410,264,441.2,3.26,Cloudy,47,3091.65,control
2023-08-20,"Chicago, IL",47847,276,366.16,3.26,Sunny,57,3708.82,control
2023-08-21,"Chicago, IL",52542,694,1313.89,3.26,Cloudy,57,3756.79,control
2023-08-22,"Chicago, IL",50777,683,1316.4,3.26,Cloudy,45,2957.72,control
2023-08-23,"Chicago, IL",56818,729,1022.98,3.26,Rainy,42,2744.65,control
2023-08-24,"Chicago, IL",43109,267,504.07,3.26,Sunny,39,2584.16,control
2023-08-25,"Chicago, IL",50516,492,970.01,3.26,Cloudy,44,2919.66,control
2023-08-26,"Chicago, IL",43849,296,427.75,3.26,Cloudy,48,3174.52,control
2023-08-27,"Chicago, IL",55791,476,639.66,3.26,Sunny,57,3717.51,control
2023-08-28,"Chicago, IL",44811,500,786.25,3.26,Sunny,56,3671.82,control
2023-08-29,"Chicago, IL",54897,352,449.4,3.26,Sunny,46,3020.84,control
